# Time-correlated data for fix 2
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
0 200
195 1940 2207 7.11484e-05 -0.000201134 -0.000222548
196 1950 2206 8.64763e-05 -0.000217713 -0.000214542
197 1960 2205 0.000120114 -0.000223038 -0.000208156
198 1970 2204 0.000146863 -0.000230845 -0.000200587
199 1980 2203 0.000147802 -0.000250803 -0.00020052
200 1990 2202 0.000127865 -0.000274642 -0.000212197
26000 200
1 0 2601 0.00243899 0.00227163 0.00294748
2 10 2600 0.00229415 0.00212386 0.00279009
3 20 2599 0.0019812 0.00180376 0.00246038
4 30 2598 0.00170417 0.00151863 0.00218962
5 40 2597 0.00153441 0.00134237 0.00204673
6 50 2596 0.00141635 0.00122302 0.00195055
7 60 2595 0.00128887 0.00110117 0.00181945
8 70 2594 0.00114965 0.000967253 0.00165094
9 80 2593 0.00102976 0.000839609 0.0014919
10 90 2592 0.000942586 0.000730287 0.00137385
11 100 2591 0.000871512 0.000639232 0.00128731
12 110 2590 0.000796611 0.000562185 0.00120296
13 120 2589 0.000717823 0.000494913 0.0011043
14 130 2588 0.000648373 0.000436829 0.000998442
15 140 2587 0.000594023 0.000390462 0.000901873
16 150 2586 0.000550378 0.000356626 0.00082237
17 160 2585 0.000518242 0.000331564 0.000756355
18 170 2584 0.000506824 0.000308691 0.000699435
19 180 2583 0.000516309 0.000284497 0.000654887
20 190 2582 0.000527615 0.000260095 0.000630034
21 200 2581 0.000517559 0.000237416 0.000626072
22 210 2580 0.000481875 0.000219051 0.000634059
23 220 2579 0.000437258 0.000211213 0.000640322
24 230 2578 0.00040368 0.000220766 0.000635217
25 240 2577 0.00038813 0.000246762 0.00061929
26 250 2576 0.000382936 0.000276994 0.000600028
27 260 2575 0.000376384 0.000297313 0.000581868
28 270 2574 0.000364009 0.0003065 0.000567412
29 280 2573 0.000349176 0.000315643 0.000562571
30 290 2572 0.000336314 0.000332636 0.000567509
31 300 2571 0.000328433 0.000354512 0.00057058
32 310 2570 0.000326967 0.000373029 0.000560235
33 320 2569 0.000327622 0.000382285 0.000539751
34 330 2568 0.000323797 0.000384368 0.000524805
35 340 2567 0.00031713 0.000389133 0.000524921
36 350 2566 0.000315797 0.000402799 0.00053419
37 360 2565 0.000324681 0.00041906 0.000540395
38 370 2564 0.00034228 0.00042663 0.00053551
39 380 2563 0.000364082 0.000422218 0.000519183
40 390 2562 0.00038464 0.000414233 0.00049567
41 400 2561 0.000397567 0.000411639 0.000470112
42 410 2560 0.000397321 0.000412268 0.000450587
43 420 2559 0.000384709 0.000408867 0.000447347
44 430 2558 0.000370339 0.000400935 0.000460531
45 440 2557 0.000367008 0.000393331 0.000474039
46 450 2556 0.000375677 0.000388468 0.000472661
47 460 2555 0.000383311 0.000385519 0.000459416
48 470 2554 0.000377063 0.00038402 0.000448332
49 480 2553 0.000355797 0.000384646 0.000447649
50 490 2552 0.000327196 0.000387045 0.000454706
51 500 2551 0.000300152 0.000392044 0.000463273
52 510 2550 0.000278835 0.000401123 0.000467906
53 520 2549 0.000260565 0.000409866 0.000460852
54 530 2548 0.000240485 0.000409834 0.000437328
55 540 2547 0.000218048 0.000395303 0.000406312
56 550 2546 0.000197641 0.000368207 0.000385157
57 560 2545 0.000182816 0.000335504 0.00038246
58 570 2544 0.000171222 0.000298745 0.000390387
59 580 2543 0.000155049 0.000252656 0.000394757
60 590 2542 0.000128073 0.000199395 0.00039117
61 600 2541 9.39509e-05 0.000153131 0.000386323
62 610 2540 6.55223e-05 0.000122648 0.000384417
63 620 2539 5.15532e-05 9.70415e-05 0.000380969
64 630 2538 4.44757e-05 5.91751e-05 0.000370805
65 640 2537 2.8124e-05 1.16689e-05 0.000355452
66 650 2536 -2.57787e-06 -2.19232e-05 0.000338465
67 660 2535 -3.65297e-05 -2.4509e-05 0.000319258
68 670 2534 -6.10638e-05 -4.42677e-06 0.000296094
69 680 2533 -7.70795e-05 1.8287e-05 0.000269049
70 690 2532 -9.40752e-05 3.28495e-05 0.000234937
71 700 2531 -0.000114012 3.80435e-05 0.000189034
72 710 2530 -0.000130191 3.32635e-05 0.000133972
73 720 2529 -0.00013801 1.89189e-05 8.29035e-05
74 730 2528 -0.000138618 2.38094e-06 4.82699e-05
75 740 2527 -0.000134138 -2.6865e-06 2.91466e-05
76 750 2526 -0.000125048 1.02705e-05 1.22065e-05
77 760 2525 -0.000109982 3.25127e-05 -1.25966e-05
78 770 2524 -8.86618e-05 5.16484e-05 -4.06723e-05
79 780 2523 -6.53874e-05 6.20379e-05 -5.92804e-05
80 790 2522 -4.5144e-05 6.32498e-05 -6.46305e-05
81 800 2521 -2.9676e-05 5.97278e-05 -6.76522e-05
82 810 2520 -2.08393e-05 5.81792e-05 -8.04186e-05
83 820 2519 -2.00865e-05 5.96711e-05 -0.000102288
84 830 2518 -2.27478e-05 5.91081e-05 -0.000124377
85 840 2517 -2.18077e-05 5.48604e-05 -0.000141367
86 850 2516 -1.63404e-05 5.53369e-05 -0.000152175
87 860 2515 -9.94303e-06 6.83516e-05 -0.000157858
88 870 2514 -2.96829e-06 8.63901e-05 -0.000163745
89 880 2513 7.29298e-06 9.35495e-05 -0.000176639
90 890 2512 2.16971e-05 8.52328e-05 -0.000198502
91 900 2511 3.90589e-05 7.28725e-05 -0.000225267
92 910 2510 5.76544e-05 6.80429e-05 -0.000250038
93 920 2509 7.4828e-05 7.18187e-05 -0.00026693
94 930 2508 8.84578e-05 8.17259e-05 -0.000272536
95 940 2507 0.00010054 9.79098e-05 -0.000268111
96 950 2506 0.000115139 0.000116863 -0.000260278
97 960 2505 0.000130753 0.000129283 -0.00025492
98 970 2504 0.000141718 0.000131757 -0.000251431
99 980 2503 0.000147383 0.000129824 -0.000245219
100 990 2502 0.000153661 0.000124928 -0.000231538
101 1000 2501 0.00016409 0.00011052 -0.000210055
102 1010 2500 0.000171818 8.54812e-05 -0.000189278
103 1020 2499 0.000165356 6.01546e-05 -0.000180946
104 1030 2498 0.000143725 4.47092e-05 -0.000189761
105 1040 2497 0.000119189 4.03687e-05 -0.00021015
106 1050 2496 0.000104501 4.51651e-05 -0.000231834
107 1060 2495 0.000101056 5.94806e-05 -0.000246901
108 1070 2494 9.9928e-05 8.13018e-05 -0.000251716
109 1080 2493 9.43733e-05 0.000101008 -0.000245621
110 1090 2492 8.92059e-05 0.000106473 -0.00023315
111 1100 2491 9.49946e-05 9.48269e-05 -0.000224255
112 1110 2490 0.000113051 7.60404e-05 -0.000225884
113 1120 2489 0.000132621 6.31636e-05 -0.00023401
114 1130 2488 0.000145161 5.92683e-05 -0.00023732
115 1140 2487 0.000152449 5.42667e-05 -0.000229766
116 1150 2486 0.000159906 3.58322e-05 -0.000218389
117 1160 2485 0.000169379 2.71596e-06 -0.000216235
118 1170 2484 0.000177912 -3.42807e-05 -0.000229287
119 1180 2483 0.000182058 -6.18725e-05 -0.000250889
120 1190 2482 0.000182436 -7.20823e-05 -0.000269923
121 1200 2481 0.000179508 -6.64626e-05 -0.000282348
122 1210 2480 0.000167997 -5.5444e-05 -0.000294903
123 1220 2479 0.000145248 -5.01108e-05 -0.000316455
124 1230 2478 0.000118555 -5.29574e-05 -0.000349502
125 1240 2477 9.74477e-05 -5.81875e-05 -0.000388937
126 1250 2476 8.52665e-05 -5.9105e-05 -0.000425072
127 1260 2475 7.82749e-05 -5.33508e-05 -0.000449452
128 1270 2474 7.10885e-05 -4.41418e-05 -0.00046425
129 1280 2473 6.21339e-05 -3.50455e-05 -0.000478568
130 1290 2472 5.17501e-05 -2.37503e-05 -0.000490197
131 1300 2471 4.08026e-05 -7.2498e-06 -0.000486645
132 1310 2470 3.49093e-05 1.3438e-05 -0.000465142
133 1320 2469 4.05339e-05 3.78982e-05 -0.00043853
134 1330 2468 5.55038e-05 6.65395e-05 -0.000422477
135 1340 2467 7.35257e-05 9.45454e-05 -0.00041953
136 1350 2466 9.44677e-05 0.000114161 -0.000417676
137 1360 2465 0.000121165 0.000123507 -0.000402698
138 1370 2464 0.000151459 0.000127057 -0.000371013
139 1380 2463 0.000180282 0.000128548 -0.000332403
140 1390 2462 0.000204697 0.000125502 -0.000301384
141 1400 2461 0.000223887 0.000113211 -0.000284123
142 1410 2460 0.000237662 9.10244e-05 -0.000273833
143 1420 2459 0.00024659 6.16438e-05 -0.000258343
144 1430 2458 0.000251616 3.03963e-05 -0.000229798
145 1440 2457 0.000251586 5.67947e-06 -0.000192676
146 1450 2456 0.000243718 -8.43598e-06 -0.000161108
147 1460 2455 0.000228033 -1.84516e-05 -0.000143448
148 1470 2454 0.000210672 -3.12083e-05 -0.000133879
149 1480 2453 0.00019974 -4.15055e-05 -0.000125208
150 1490 2452 0.000197574 -3.961e-05 -0.000124342
151 1500 2451 0.000198818 -2.80916e-05 -0.000144027
152 1510 2450 0.000196628 -2.15147e-05 -0.000180269
153 1520 2449 0.000190204 -2.77812e-05 -0.000211834
154 1530 2448 0.000184313 -3.86753e-05 -0.000226568
155 1540 2447 0.000181774 -4.18186e-05 -0.000234888
156 1550 2446 0.000180463 -3.72161e-05 -0.000254625
157 1560 2445 0.00017973 -3.38992e-05 -0.000294002
158 1570 2444 0.000182887 -3.35439e-05 -0.000349023
159 1580 2443 0.000192458 -2.92353e-05 -0.000404677
160 1590 2442 0.000206625 -1.93868e-05 -0.000441792
161 1600 2441 0.000221823 -9.0545e-06 -0.000454674
162 1610 2440 0.000236453 2.65524e-06 -0.00045685
163 1620 2439 0.00025187 2.12541e-05 -0.000462165
164 1630 2438 0.000271065 4.32968e-05 -0.000469012
165 1640 2437 0.000293278 5.54405e-05 -0.000467779
166 1650 2436 0.000312752 4.97352e-05 -0.000453421
167 1660 2435 0.000326724 3.1391e-05 -0.000426723
168 1670 2434 0.000338451 1.06786e-05 -0.000392316
169 1680 2433 0.000348222 -3.66308e-06 -0.000356988
170 1690 2432 0.000350821 -6.40473e-06 -0.000326001
171 1700 2431 0.00034294 1.93875e-07 -0.000300963
172 1710 2430 0.000326187 5.30077e-06 -0.000281022
173 1720 2429 0.000304536 -9.75962e-07 -0.000264681
174 1730 2428 0.000281903 -1.6993e-05 -0.000252274
175 1740 2427 0.000262201 -3.39302e-05 -0.00024371
176 1750 2426 0.000250008 -4.64476e-05 -0.00023599
177 1760 2425 0.000245055 -5.55423e-05 -0.000226394
178 1770 2424 0.000239885 -6.57481e-05 -0.000217364
179 1780 2423 0.000228112 -7.828e-05 -0.000215821
180 1790 2422 0.000211611 -8.63108e-05 -0.00022865
181 1800 2421 0.00019704 -8.31404e-05 -0.0002551
182 1810 2420 0.000187928 -7.40007e-05 -0.000282287
183 1820 2419 0.000181732 -7.04307e-05 -0.000292785
184 1830 2418 0.000173618 -7.55014e-05 -0.000280103
185 1840 2417 0.000162401 -8.01038e-05 -0.000255752
186 1850 2416 0.000151394 -7.3623e-05 -0.000240637
187 1860 2415 0.000142832 -5.79318e-05 -0.000246842
188 1870 2414 0.000134021 -4.72064e-05 -0.000264875
189 1880 2413 0.000122326 -5.07434e-05 -0.000273321
190 1890 2412 0.000108492 -6.02653e-05 -0.000262995
191 1900 2411 9.39964e-05 -5.9133e-05 -0.000244705
192 1910 2410 8.01993e-05 -4.55503e-05 -0.000230024
193 1920 2409 6.75318e-05 -3.79264e-05 -0.000216217
194 1930 2408 5.72917e-05 -5.08645e-05 -0.000198141
195 1940 2407 5.80089e-05 -7.56689e-05 -0.000180626
196 1950 2406 7.92045e-05 -9.38293e-05 -0.000170073
197 1960 2405 0.000114074 -0.000100598 -0.000165458
198 1970 2404 0.000141046 -0.000106979 -0.000165077
199 1980 2403 0.000145314 -0.000121553 -0.000172319
200 1990 2402 0.000131345 -0.000139424 -0.000186738
28000 200
1 0 2801 0.0023953 0.00224837 0.00285125
2 10 2800 0.0022485 0.00210285 0.00269299
3 20 2799 0.00193292 0.00178743 0.00236107
4 30 2798 0.00165564 0.00150579 0.00208758
5 40 2797 0.00148796 0.00132975 0.00194257
6 50 2796 0.00137289 0.00120801 0.00184586
7 60 2795 0.00124826 0.0010831 0.00171632
8 70 2794 0.00111058 0.000946892 0.0015504
9 80 2793 0.00099007 0.000817902 0.00139276
10 90 2792 0.000901306 0.000708208 0.0012743
11 100 2791 0.00083074 0.000618154 0.00118803
12 110 2790 0.000760452 0.000542606 0.00110833
13 120 2789 0.000687943 0.000475128 0.0010198
14 130 2788 0.000621415 0.000414143 0.000927157
15 140 2787 0.000564899 0.000364302 0.0008435
16 150 2786 0.000516791 0.000329749 0.000774444
17 160 2785 0.000480066 0.000307846 0.000715253
18 170 2784 0.000462789 0.000290339 0.000661182
19 180 2783 0.000464461 0.000271352 0.000616547
20 190 2782 0.000468842 0.000250867 0.000590447
21 200 2781 0.000455924 0.000231041 0.000585413
22 210 2780 0.000420626 0.000215561 0.000592858
23 220 2779 0.000376523 0.000210963 0.000598464
24 230 2778 0.000342258 0.000223598 0.000592063
25 240 2777 0.000325728 0.000251691 0.000574973
26 250 2776 0.000320202 0.000281853 0.000556156
27 260 2775 0.000313886 0.000299494 0.000540117
28 270 2774 0.000303068 0.000304621 0.000527519
29 280 2773 0.000292154 0.000310441 0.000522529
30 290 2772 0.000284793 0.000326172 0.000525471
31 300 2771 0.000282182 0.00034842 0.000525923
32 310 2770 0.000285155 0.000367849 0.000513461
33 320 2769 0.00029076 0.000378096 0.000492484
34 330 2768 0.00029287 0.000381053 0.000479535
35 340 2767 0.000290585 0.000386038 0.00048305
36 350 2766 0.000289531 0.000398731 0.000493329
37 360 2765 0.000294858 0.000412952 0.00049598
38 370 2764 0.00030775 0.000417814 0.000486554
39 380 2763 0.000327316 0.000410588 0.000470114
40 390 2762 0.000350826 0.000400241 0.000451501
41 400 2761 0.000370961 0.00039637 0.00043167
42 410 2760 0.000377607 0.000397668 0.000414932
43 420 2759 0.000368165 0.000396212 0.000410899
44 430 2758 0.000354274 0.000388852 0.000421356
45 440 2757 0.000352355 0.000378807 0.00043221
46 450 2756 0.000365057 0.000370336 0.000428917
47 460 2755 0.000376865 0.0003654 0.000414367
48 470 2754 0.000372063 0.000363577 0.000402908
49 480 2753 0.000350649 0.000364389 0.000403136
50 490 2752 0.000322549 0.000366995 0.000412035
51 500 2751 0.000296524 0.00037144 0.000422092
52 510 2750 0.00027539 0.000378914 0.000426484
53 520 2749 0.00025629 0.000386765 0.000417777
54 530 2748 0.000236557 0.000388161 0.000393388
55 540 2747 0.000218218 0.00037715 0.000364413
56 550 2746 0.000205708 0.000354403 0.000347877
57 560 2745 0.00020016 0.00032613 0.000349695
58 570 2744 0.000196094 0.000294117 0.000360285
59 580 2743 0.00018327 0.00025447 0.000366371
60 590 2742 0.000155956 0.000210371 0.000364508
61 600 2741 0.00012177 0.00017417 0.000360409
62 610 2740 9.69764e-05 0.000150498 0.000357428
63 620 2739 8.94529e-05 0.000125552 0.000352685
64 630 2738 8.82601e-05 8.37009e-05 0.000343662
65 640 2737 7.5793e-05 3.23548e-05 0.000332414
66 650 2736 4.85903e-05 -1.25437e-06 0.000319761
67 660 2735 1.99483e-05 -5.58495e-07 0.000301628
68 670 2734 1.92952e-06 2.29711e-05 0.000275919
69 680 2733 -8.64461e-06 4.74118e-05 0.000246117
70 690 2732 -2.15426e-05 6.31422e-05 0.000212123
71 700 2731 -3.71679e-05 7.07479e-05 0.000168462
72 710 2730 -4.80583e-05 6.93354e-05 0.000114634
73 720 2729 -5.05272e-05 5.7379e-05 6.22288e-05
74 730 2728 -4.74065e-05 4.1072e-05 2.57828e-05
75 740 2727 -4.26908e-05 3.4022e-05 7.82592e-06
76 750 2726 -3.77272e-05 4.3834e-05 -3.91139e-06
77 760 2725 -2.89357e-05 6.35684e-05 -2.12032e-05
78 770 2724 -1.19263e-05 8.2187e-05 -4.14872e-05
79 780 2723 1.04425e-05 9.42986e-05 -5.31065e-05
80 790 2722 3.02232e-05 9.8911e-05 -5.26181e-05
81 800 2721 4.20651e-05 9.96793e-05 -5.06474e-05
82 810 2720 4.48085e-05 0.000102316 -5.91122e-05
83 820 2719 4.12987e-05 0.000107032 -7.81737e-05
84 830 2718 3.87973e-05 0.000108031 -9.99468e-05
85 840 2717 4.31833e-05 0.000103503 -0.000119355
86 850 2716 5.29124e-05 0.000102808 -0.000134619
87 860 2715 6.25489e-05 0.000114366 -0.000145772
88 870 2714 7.05998e-05 0.000129922 -0.000157722
89 880 2713 7.87414e-05 0.000132826 -0.000176797
90 890 2712 8.77075e-05 0.000118966 -0.000203235
91 900 2711 9.84417e-05 0.000100803 -0.000231567
92 910 2710 0.000111418 9.00514e-05 -0.00025519
93 920 2709 0.000123109 8.74977e-05 -0.000269411
94 930 2708 0.000129386 9.09019e-05 -0.000271467
95 940 2707 0.00013326 0.000101173 -0.000262674
96 950 2706 0.00014233 0.000115778 -0.000250465
97 960 2705 0.00015745 0.00012514 -0.000241907
98 970 2704 0.000171855 0.000124144 -0.000236952
99 980 2703 0.000181125 0.000117419 -0.000230791
100 990 2702 0.00018825 0.00010818 -0.00021769
101 1000 2701 0.000196995 9.2996e-05 -0.000196288
102 1010 2700 0.00020267 7.22695e-05 -0.000174957
103 1020 2699 0.000195918 5.50899e-05 -0.000166176
104 1030 2698 0.000175725 4.87446e-05 -0.000175221
105 1040 2697 0.000151135 5.15271e-05 -0.000195724
106 1050 2696 0.000131212 5.96383e-05 -0.000216123
107 1060 2695 0.0001175 7.41923e-05 -0.000229654
108 1070 2694 0.000105471 9.59963e-05 -0.000236048
109 1080 2693 9.2693e-05 0.000117414 -0.000235648
110 1090 2692 8.37131e-05 0.000125657 -0.000230132
111 1100 2691 8.5222e-05 0.000115853 -0.000227286
112 1110 2690 9.72882e-05 9.69598e-05 -0.000235187
113 1120 2689 0.0001127 8.23246e-05 -0.000251331
114 1130 2688 0.000125709 7.57903e-05 -0.000263665
115 1140 2687 0.000135595 6.87374e-05 -0.000263845
116 1150 2686 0.000143586 5.02717e-05 -0.000257113
117 1160 2685 0.000150423 1.87333e-05 -0.000257029
118 1170 2684 0.000155722 -1.69912e-05 -0.000271712
119 1180 2683 0.000159006 -4.59166e-05 -0.000295776
120 1190 2682 0.000161579 -6.12867e-05 -0.000316282
121 1200 2681 0.000162263 -6.31472e-05 -0.000326208
122 1210 2680 0.000153469 -5.87634e-05 -0.000332377
123 1220 2679 0.000130387 -5.70215e-05 -0.000346881
124 1230 2678 9.9e-05 -6.09547e-05 -0.000373695
125 1240 2677 7.00091e-05 -6.73336e-05 -0.000406209
126 1250 2676 4.98856e-05 -7.11363e-05 -0.00043438
127 1260 2675 3.83601e-05 -6.9229e-05 -0.00045221
128 1270 2674 3.26181e-05 -6.27882e-05 -0.00046381
129 1280 2673 3.09275e-05 -5.41607e-05 -0.000476926
130 1290 2672 2.94929e-05 -4.18566e-05 -0.000486527
131 1300 2671 2.40237e-05 -2.4581e-05 -0.000479575
132 1310 2670 1.88609e-05 -4.12691e-06 -0.000455787
133 1320 2669 2.36858e-05 1.90225e-05 -0.000430863
134 1330 2668 3.98811e-05 4.52162e-05 -0.000420668
135 1340 2667 6.08973e-05 6.96611e-05 -0.000425283
136 1350 2666 8.29916e-05 8.5672e-05 -0.000429996
137 1360 2665 0.000105711 9.2964e-05 -0.000419379
138 1370 2664 0.000126532 9.59547e-05 -0.000389738
139 1380 2663 0.000143816 9.66873e-05 -0.000350603
140 1390 2662 0.000160697 9.21435e-05 -0.000316418
141 1400 2661 0.000179746 7.85382e-05 -0.000294462
142 1410 2660 0.00019763 5.65378e-05 -0.000279392
143 1420 2659 0.000209338 2.98394e-05 -0.000260432
144 1430 2658 0.000214077 2.68578e-06 -0.000230888
145 1440 2657 0.000213086 -1.96726e-05 -0.000194191
146 1450 2656 0.000206456 -3.44459e-05 -0.00016186
147 1460 2655 0.000195117 -4.55592e-05 -0.000142029
148 1470 2654 0.00018401 -5.69394e-05 -0.000131537
149 1480 2653 0.000178817 -6.39414e-05 -0.000125004
150 1490 2652 0.000180331 -5.96733e-05 -0.000128332
151 1500 2651 0.000183675 -4.77268e-05 -0.000152243
152 1510 2650 0.000183359 -4.08427e-05 -0.000191365
153 1520 2649 0.000179652 -4.49244e-05 -0.000224158
154 1530 2648 0.000177455 -5.19516e-05 -0.000238917
155 1540 2647 0.000179343 -5.17857e-05 -0.000246489
156 1550 2646 0.000183127 -4.59689e-05 -0.00026471
157 1560 2645 0.000187345 -4.25936e-05 -0.000301312
158 1570 2644 0.000194357 -4.16681e-05 -0.000352405
159 1580 2643 0.000206849 -3.68305e-05 -0.000404332
160 1590 2642 0.000223818 -2.83868e-05 -0.000438485
161 1600 2641 0.000242946 -2.20296e-05 -0.000447907
162 1610 2640 0.000263211 -1.54686e-05 -0.000445794
163 1620 2639 0.000284159 -9.5367e-07 -0.0004484
164 1630 2638 0.000306388 1.9873e-05 -0.000455764
165 1640 2637 0.000330229 3.4136e-05 -0.000455355
166 1650 2636 0.000353126 3.26686e-05 -0.000438446
167 1660 2635 0.000371968 1.91666e-05 -0.0004082
168 1670 2634 0.000386045 2.77215e-06 -0.000375382
169 1680 2633 0.000394294 -8.95483e-06 -0.000347853
170 1690 2632 0.000394647 -1.18841e-05 -0.000325188
171 1700 2631 0.000386546 -9.10647e-06 -0.000303388
172 1710 2630 0.000370955 -1.07738e-05 -0.000281784
173 1720 2629 0.000350475 -2.35335e-05 -0.000263368
174 1730 2628 0.00032926 -4.2114e-05 -0.000251356
175 1740 2627 0.000311893 -5.70304e-05 -0.00024493
176 1750 2626 0.000302803 -6.5902e-05 -0.00023948
177 1760 2625 0.000301567 -7.3215e-05 -0.000231576
178 1770 2624 0.00030088 -8.40792e-05 -0.000223586
179 1780 2623 0.000294199 -9.79198e-05 -0.000223248
180 1790 2622 0.000282546 -0.000107077 -0.000238522
181 1800 2621 0.000271571 -0.000106561 -0.000267845
182 1810 2620 0.000264738 -0.000102928 -0.000295622
183 1820 2619 0.000260315 -0.000106137 -0.000303609
184 1830 2618 0.000254598 -0.00011635 -0.0002882
185 1840 2617 0.000247019 -0.00012302 -0.000264122
186 1850 2616 0.000240518 -0.000116575 -0.000252205
187 1860 2615 0.000236317 -0.000101266 -0.000261031
188 1870 2614 0.000229434 -9.26865e-05 -0.000276981
189 1880 2613 0.000214532 -9.90055e-05 -0.000277771
190 1890 2612 0.000191713 -0.000109932 -0.000258031
191 1900 2611 0.000164693 -0.000108398 -0.000233103
192 1910 2610 0.000138785 -9.3347e-05 -0.000215389
193 1920 2609 0.000116955 -8.339e-05 -0.000200848
194 1930 2608 9.89694e-05 -9.29912e-05 -0.000183515
195 1940 2607 9.05938e-05 -0.000114046 -0.000166677
196 1950 2606 0.000102601 -0.000129427 -0.000153627
197 1960 2605 0.000132406 -0.000135717 -0.000141893
198 1970 2604 0.000160191 -0.000143992 -0.000132587
199 1980 2603 0.000168248 -0.000161354 -0.000132501
200 1990 2602 0.000156743 -0.000181068 -0.000141164
30000 200
1 0 3001 0.00234952 0.00227026 0.00281876
2 10 3000 0.00220247 0.00212306 0.0026606
3 20 2999 0.00188554 0.00180398 0.00232832
4 30 2998 0.00160735 0.00152062 0.00205263
5 40 2997 0.00144154 0.00134841 0.0019054
6 50 2996 0.00133107 0.00123641 0.00180993
7 60 2995 0.00121121 0.00112331 0.00168618
8 70 2994 0.00107579 0.000995438 0.00152891
9 80 2993 0.000954078 0.000868154 0.001381
10 90 2992 0.000862232 0.000754924 0.00127273
11 100 2991 0.000789818 0.000660469 0.00119654
12 110 2990 0.000720398 0.000583762 0.00112522
13 120 2989 0.000650445 0.000519585 0.00104148
14 130 2988 0.00058611 0.000464131 0.000949711
15 140 2987 0.000530638 0.00041826 0.000865311
16 150 2986 0.000483886 0.000384647 0.000797048
17 160 2985 0.000449747 0.000362866 0.00074069
18 170 2984 0.000433941 0.000346692 0.000689189
19 180 2983 0.000432746 0.000328924 0.000644437
20 190 2982 0.000430378 0.000306863 0.000615191
21 200 2981 0.000410757 0.00028288 0.000605143
22 210 2980 0.000372153 0.000263463 0.000607125
23 220 2979 0.000328498 0.000256889 0.000608079
24 230 2978 0.000296479 0.000269028 0.00059876
25 240 2977 0.000282387 0.000296722 0.000580761
26 250 2976 0.000279905 0.000324885 0.00056329
27 260 2975 0.000278774 0.000337155 0.000550963
28 270 2974 0.000275124 0.000333473 0.000542685
29 280 2973 0.000271012 0.000330039 0.000539701
30 290 2972 0.000267724 0.000340443 0.000541643
31 300 2971 0.000266097 0.000362485 0.00054026
32 310 2970 0.000269389 0.000383011 0.000526651
33 320 2969 0.000277824 0.000391377 0.0005041
34 330 2968 0.000285389 0.000389255 0.000486976
35 340 2967 0.000287659 0.000389143 0.000483717
36 350 2966 0.000287243 0.000400258 0.000487808
37 360 2965 0.000290172 0.000417385 0.000488209
38 370 2964 0.000300821 0.000427445 0.000480694
39 380 2963 0.000320737 0.000424621 0.000467315
40 390 2962 0.00034749 0.000415984 0.000449056
41 400 2961 0.000372066 0.000411156 0.000425283
42 410 2960 0.000382271 0.000410983 0.000402015
43 420 2959 0.000374435 0.0004101 0.000392112
44 430 2958 0.000360835 0.000405225 0.000400141
45 440 2957 0.000358791 0.000396526 0.000412179
46 450 2956 0.00037082 0.000386175 0.000410725
47 460 2955 0.000380921 0.000378161 0.00039602
48 470 2954 0.000372226 0.000375643 0.000382918
49 480 2953 0.000343538 0.000378231 0.000381661
50 490 2952 0.000306913 0.000381745 0.000389
51 500 2951 0.000274481 0.000382708 0.00039535
52 510 2950 0.000249178 0.000381463 0.000392853
53 520 2949 0.000225986 0.000379152 0.000376585
54 530 2948 0.000201592 0.00037468 0.000348482
55 540 2947 0.000180514 0.000364671 0.000320648
56 550 2946 0.000169552 0.000347283 0.000306843
57 560 2945 0.000168277 0.00032407 0.000310262
58 570 2944 0.00016708 0.000294275 0.00032126
59 580 2943 0.000154311 0.000254654 0.00032674
60 590 2942 0.000127261 0.000210821 0.0003223
61 600 2941 9.66313e-05 0.000177741 0.000313381
62 610 2940 7.82796e-05 0.000160165 0.000305216
63 620 2939 7.7033e-05 0.000141516 0.000298188
64 630 2938 7.86298e-05 0.00010421 0.00029167
65 640 2937 6.44227e-05 5.59572e-05 0.000286843
66 650 2936 3.36491e-05 2.38818e-05 0.000281995
67 660 2935 3.0983e-06 2.32022e-05 0.000269742
68 670 2934 -1.45545e-05 4.26642e-05 0.00024492
69 680 2933 -2.43933e-05 6.32585e-05 0.000211356
70 690 2932 -3.73689e-05 7.80324e-05 0.000173582
71 700 2931 -5.27599e-05 8.75265e-05 0.000130442
72 710 2930 -6.12061e-05 8.91713e-05 8.08318e-05
73 720 2929 -5.82528e-05 8.02715e-05 3.21444e-05
74 730 2928 -4.78842e-05 6.63203e-05 -3.84515e-06
75 740 2927 -3.69134e-05 5.95556e-05 -2.30851e-05
76 750 2926 -2.92759e-05 6.57824e-05 -3.50854e-05
77 760 2925 -2.21086e-05 7.85926e-05 -5.09007e-05
78 770 2924 -9.8567e-06 9.06837e-05 -6.85618e-05
79 780 2923 8.15388e-06 0.000100773 -7.72043e-05
80 790 2922 2.75654e-05 0.000109211 -7.3981e-05
81 800 2921 4.24204e-05 0.000116399 -6.94556e-05
82 810 2920 4.72566e-05 0.000122283 -7.48301e-05
83 820 2919 4.17768e-05 0.000123895 -9.03508e-05
84 830 2918 3.4082e-05 0.000117983 -0.000109475
85 840 2917 3.31901e-05 0.000108892 -0.000128081
86 850 2916 3.95281e-05 0.000110109 -0.000143711
87 860 2915 4.6746e-05 0.000128723 -0.000155103
88 870 2914 5.14448e-05 0.000151551 -0.000167237
89 880 2913 5.60912e-05 0.000157711 -0.000187329
90 890 2912 6.47393e-05 0.000142393 -0.000216324
91 900 2911 7.92864e-05 0.000120801 -0.000248817
